[(-7.935379509990715, -9.601729777214782, -19.02892868982113)
 (-8.0889358295612, 9.652576692171696, -19.195757453318716)
 (-8.07904915474975, 6.458592183253826, -9.50079985698819)
 (-8.071614992711318, -6.492945352876061, -9.500498800487891)
 (-8.136217381631923, -3.275651119594209, -5.711425601672604)
 (-8.142479462288168, 3.2371261526773516, -5.710860372169423)
 (-8.155801176047364, -0.009358415270702372, -4.710404294626608)
 (4.901424637755402, -9.735328651718092, -11.050206956331865)
 (4.588254416848385, 9.872727095941142, -10.52529755727747)
 (4.985255445457715, -3.3252998374712335, -2.346234083153846)
 (4.921976213059406, 6.54445514172299, -4.7110449602235915)
 (4.969246675116934, 3.329361738592548, -2.346377752021224)
 (5.027742915862978, -0.02310524376954308, -1.7324896424256913)
 (4.893885791466371, -6.532035754394234, -4.712332048904438)
 (8.026456338711824, -9.616244864272984, -19.176802676805483)
 (8.110087763180164, 6.523502122566529, -9.494368527509625)
 (8.060148460558931, 9.675506737433317, -19.20702676056702)
 (8.106161829201177, -6.498713212954918, -9.502489932310395)
 (8.13058947881327, 3.238625911177657, -5.710672571130222)
 (8.149590364109326, -3.279656724841002, -5.7108631534280185)
 (8.17529292370685, -0.008871502600485748, -4.710079545341614)
 (10.0, 9.647051988583561, -16.26763642277666)
 (10.0, -9.666875444789932, -16.262690058258762)
 (10.0, -6.500540443377198, -8.70549226446314)
 (10.0, 6.461218229637134, -8.714815685970494)
 (10.0, -3.2439807210759257, -5.654080107924403)
 (10.0, 3.263569623103028, -5.652510819670081)
 (10.0, -0.025055670712103323, -4.826046975985873)
 (-1.6172913140307044, -9.789253942224587, -8.078673982017289)
 (-1.6435068391966519, -6.533265035800619, -3.0348057978620493)
 (-1.2778654093866277, -0.006339543758853563, -1.7327078859473721)
 (-1.6087127056973933, 9.714565278171635, -8.093374061417608)
 (-1.6110348199139986, 6.570319149343787, -3.0365986727047076)
 (-1.7144736437884305, 3.418143647516415, -1.1830881615311466)
 (-1.7060154648032224, -3.4248316053893575, -1.1830470331177612)
 (1.589626170301672, -9.725708302907591, -8.090662550642278)
 (1.6579505745718668, 9.708996036720597, -8.088610067792924)
 (1.6595283258474411, -6.57380157037751, -3.0385300517260285)
 (1.6457822011205727, 6.564856497413007, -3.0383199102974525)
 (1.2632223402493121, 0.03698535340605157, -1.731488384830352)
 (1.7126731526310577, 3.421174749873681, -1.1830874554545006)
 (1.7141873026557535, -3.4218295284235323, -1.1830833232683218)
 (-4.835815227663903, 9.687719068477433, -11.066495543490621)
 (-4.849866369144552, -9.72976570793794, -11.064903756112486)
 (-4.905329264970473, -6.511937794453784, -4.711380882803567)
 (-4.884484064943163, 6.500911499649677, -4.709294814952696)
 (-4.980293750519526, 3.3283159567227667, -2.3463038596269654)
 (-4.977202090884135, -3.298559254129763, -2.346166367796525)
 (-5.000828431224954, 0.013744854185143707, -1.732449103044457)
 (-10.0, -9.661202994185278, -16.264787319485645)
 (-10.0, 9.651194003534998, -16.267153850805986)
 (-10.0, 6.4710096802979935, -8.713778094934616)
 (-10.0, -6.405183034361072, -8.704554719579463)
 (-10.0, -3.245734429390337, -5.654026670371536)
 (-10.0, 3.2421341872340688, -5.654117896860463)
 (-10.0, -0.012810548677629903, -4.827130493107308)]
